Age,Gender,High_School_GPA,University_Ranking,University_GPA,Field_of_Study,Internships_Completed,Certifications,Soft_Skills_Score,Networking_Score,Job_Offers,Starting_Salary,Career_Satisfaction,Years_to_Promotion,Work_Life_Balance
21,Female,2.61,75,2.77,Mathematics,0,5,7,6,2,26800.0,10,3,9
27,Male,3.22,143,3.7,Arts,1,5,8,7,3,66900.0,3,3,1
19,Other,2.88,931,3.54,Mathematics,1,0,5,2,2,47300.0,9,3,8
20,Female,3.45,23,3.18,Business,1,0,2,10,0,32300.0,5,4,6
28,Female,3.79,181,2.55,Computer Science,3,5,3,4,2,67400.0,8,1,1
18,Other,3.35,45,3.88,Business,3,0,7,5,2,46000.0,1,5,7
23,Male,2.41,469,3.31,Arts,3,4,10,2,0,77300.0,1,2,2
23,Male,3.87,92,3.94,Engineering,2,3,4,10,3,69200.0,3,1,1
18,Female,2.53,269,3.16,Arts,3,3,1,10,4,31900.0,2,4,8
28,Male,2.3,34,3.64,Engineering,0,1,3,10,5,60800.0,5,5,2
20,Female,2.18,678,3.63,Arts,3,5,10,7,0,65800.0,9,5,9
22,Male,3.13,582,2.67,Medicine,2,5,2,4,2,25000.0,9,2,6
20,Female,2.23,364,3.93,Business,1,5,9,9,1,46100.0,8,5,1
27,Female,2.28,708,2.04,Mathematics,0,1,1,8,2,41900.0,5,1,8
20,Female,2.6,133,3.54,Business,2,5,9,10,5,66300.0,3,5,7
27,Male,2.56,759,3.93,Computer Science,4,2,10,9,2,36500.0,6,4,1
20,Male,3.21,382,2.68,Medicine,1,0,5,8,1,54000.0,8,5,8
22,Female,3.63,680,3.3,Computer Science,3,2,6,5,5,79000.0,6,4,2
22,Male,3.52,966,3.12,Business,2,0,6,9,2,25000.0,7,5,8
21,Female,2.52,277,3.52,Computer Science,4,3,6,5,1,51400.0,7,2,9
18,Female,2.49,156,3.73,Engineering,2,5,9,8,2,51900.0,7,1,5
22,Female,3.93,387,3.21,Medicine,3,2,9,4,3,25000.0,9,4,5
27,Female,2.02,535,3.63,Mathematics,2,3,10,5,5,25000.0,9,5,7
22,Male,3.76,200,2.62,Arts,4,1,7,4,4,63000.0,1,3,1
21,Female,2.4,275,2.46,Engineering,2,5,3,2,3,49200.0,3,3,5
23,Female,3.89,501,2.86,Law,0,3,7,4,0,52900.0,5,1,1
27,Male,2.68,459,3.36,Arts,0,4,5,5,0,47800.0,4,4,8
21,Other,2.88,50,2.37,Computer Science,3,2,9,6,2,68700.0,1,2,8
24,Male,3.41,970,3.36,Business,4,5,8,4,0,86000.0,1,2,1
24,Male,3.18,698,2.79,Engineering,4,5,10,10,0,66700.0,4,1,2
19,Male,2.64,988,3.59,Medicine,4,0,6,4,2,25000.0,5,2,7
20,Female,3.11,532,2.07,Arts,4,3,5,6,2,49500.0,4,5,7
18,Male,3.46,628,3.34,Law,4,5,10,7,4,71200.0,2,1,9
25,Female,2.08,92,3.3,Engineering,1,5,2,7,1,43600.0,5,4,3
26,Female,2.02,861,3.88,Mathematics,2,2,3,4,2,71300.0,10,2,2
21,Male,2.92,456,3.43,Mathematics,4,0,3,5,4,44900.0,3,5,10
23,Male,2.26,339,3.59,Business,0,5,4,3,3,31200.0,7,2,8
26,Female,3.33,53,3.81,Medicine,2,5,3,5,0,60800.0,4,1,7
23,Male,2.43,496,3.35,Medicine,3,2,7,10,1,56900.0,2,1,3
29,Female,2.87,635,2.58,Arts,3,2,6,5,5,41000.0,8,2,3
29,Male,2.4,853,3.74,Engineering,4,4,8,4,3,69500.0,10,1,7
29,Female,3.1,850,3.5,Engineering,1,3,2,6,2,25000.0,2,3,5
26,Female,2.23,777,2.85,Medicine,1,4,2,5,3,65800.0,7,1,9
21,Male,2.05,4,3.42,Mathematics,2,1,1,8,5,41800.0,8,4,10
25,Male,2.1,681,3.74,Computer Science,1,5,5,2,4,76400.0,10,2,7
26,Male,3.91,281,3.95,Medicine,3,2,7,6,2,62300.0,3,3,1
21,Male,2.28,290,3.9,Business,4,3,9,2,2,44800.0,6,2,1
22,Female,3.42,73,2.65,Engineering,0,1,5,6,1,35500.0,4,1,6
25,Female,2.14,137,2.84,Mathematics,3,5,1,4,4,25700.0,2,3,5
29,Male,2.22,850,2.22,Arts,3,1,3,1,0,48800.0,8,2,5
27,Female,3.02,768,2.5,Engineering,2,4,8,6,3,50800.0,2,1,8
23,Female,2.93,971,3.76,Mathematics,1,1,3,3,5,65800.0,9,1,8
29,Male,3.9,653,2.72,Medicine,0,0,7,7,1,39200.0,9,2,9
24,Male,3.89,998,3.24,Business,0,0,10,3,5,55500.0,8,2,4
20,Female,3.56,393,3.33,Computer Science,1,0,3,10,1,44700.0,10,2,5
24,Female,3.2,208,3.56,Mathematics,4,5,2,4,2,72500.0,3,3,7
29,Female,2.91,260,2.37,Mathematics,1,1,10,9,3,48100.0,8,3,3
25,Female,2.71,930,2.61,Engineering,4,5,6,7,1,39000.0,5,4,6
27,Male,3.89,263,2.9,Medicine,0,5,2,4,2,32000.0,10,3,3
23,Female,3.21,783,2.73,Law,2,2,10,2,2,43200.0,5,1,4
27,Female,3.16,505,3.97,Medicine,3,3,5,5,4,46500.0,2,3,10
26,Female,2.46,550,3.67,Medicine,0,0,5,8,2,47000.0,3,2,8
23,Male,2.09,203,2.96,Business,0,0,5,2,0,56400.0,8,2,10
29,Male,3.89,736,3.76,Medicine,0,0,6,9,4,45000.0,1,3,4
26,Male,2.63,347,2.7,Mathematics,3,4,3,5,4,37500.0,4,1,4
21,Female,2.89,990,3.57,Medicine,4,4,10,6,0,43700.0,6,4,7
25,Male,2.23,52,2.45,Medicine,2,0,5,7,0,46700.0,9,2,3
28,Male,3.67,593,3.54,Engineering,2,0,8,9,5,41500.0,8,5,3
21,Male,2.06,356,2.91,Medicine,2,5,4,7,1,25800.0,10,4,1
19,Male,3.67,723,2.21,Business,4,4,5,4,5,27200.0,5,5,7
27,Female,2.28,519,2.55,Law,1,3,1,5,1,25000.0,7,5,4
28,Female,3.77,363,2.8,Engineering,1,2,1,3,5,52500.0,8,5,7
26,Female,3.46,45,3.5,Mathematics,2,3,8,1,0,56800.0,9,2,2
22,Male,2.33,827,2.15,Law,0,5,2,3,1,37400.0,3,2,5
21,Female,3.13,378,3.32,Medicine,0,2,10,1,0,57300.0,8,5,7
19,Male,2.63,789,3.43,Computer Science,3,1,10,5,0,44200.0,3,5,9
18,Male,2.36,412,3.31,Law,1,1,7,7,5,47800.0,1,4,10
28,Male,3.72,771,3.52,Business,0,3,7,9,2,30400.0,4,2,4
24,Male,2.81,142,2.36,Computer Science,2,4,9,4,1,68700.0,7,5,6
23,Male,2.8,258,3.17,Business,3,0,1,10,4,73900.0,9,1,3
19,Female,2.34,797,3.88,Mathematics,1,1,2,10,4,54900.0,10,2,2
25,Female,2.77,914,3.22,Computer Science,3,5,1,1,1,38600.0,7,2,10
28,Female,3.74,37,3.22,Medicine,0,4,1,7,1,51400.0,10,1,2
21,Male,2.73,941,3.47,Computer Science,2,4,4,3,1,38400.0,5,5,5
25,Male,3.9,45,2.67,Mathematics,2,2,8,1,1,29900.0,1,3,3
24,Male,3.89,920,3.4,Law,2,1,10,4,2,60600.0,1,2,2
22,Other,2.29,632,3.83,Computer Science,0,3,8,9,0,35100.0,9,5,2
27,Female,2.35,46,2.02,Business,4,5,9,6,1,37200.0,4,1,3
27,Female,3.73,652,3.74,Medicine,2,4,2,6,5,25000.0,3,1,1
29,Male,2.79,565,2.44,Business,4,3,7,7,1,66000.0,5,2,8
25,Female,2.01,301,2.91,Medicine,2,3,4,1,0,72600.0,7,1,9
26,Male,2.55,288,3.7,Law,4,5,3,5,0,61000.0,7,1,1
22,Female,3.2,786,3.65,Arts,1,1,4,4,0,62200.0,5,5,5
27,Female,3.6,269,3.78,Engineering,1,5,4,4,5,29900.0,8,1,8
22,Other,2.27,900,3.88,Law,2,3,3,7,3,46100.0,5,3,2
19,Female,2.22,791,2.89,Mathematics,3,3,9,2,4,60900.0,10,5,1
22,Male,3.84,62,3.31,Law,3,0,8,5,5,35400.0,4,5,5
20,Female,3.5,566,2.78,Engineering,0,5,10,7,1,43900.0,6,2,1
24,Female,3.18,970,2.7,Business,1,3,2,3,2,25500.0,3,5,6
27,Male,3.54,951,2.86,Law,1,0,3,2,2,45500.0,4,2,9
22,Male,2.86,581,3.49,Medicine,3,1,10,1,0,47300.0,8,1,8
25,Male,3.52,242,3.0,Computer Science,2,3,7,5,2,57500.0,10,4,6
18,Male,2.74,936,3.63,Law,0,4,5,5,4,25100.0,10,3,4
20,Male,2.49,782,3.49,Engineering,1,5,1,4,1,25000.0,3,3,7
20,Female,3.46,764,2.04,Law,0,3,1,8,2,68500.0,10,1,6
26,Male,2.84,354,3.26,Business,1,0,8,2,4,66100.0,3,4,7
22,Male,3.96,796,2.87,Business,4,4,6,4,4,40300.0,6,5,2
29,Female,2.7,968,2.91,Business,4,1,4,5,3,72900.0,8,4,7
26,Female,3.84,976,3.64,Medicine,0,5,3,9,3,52500.0,10,5,10
26,Female,3.87,863,3.1,Mathematics,3,2,9,3,2,67100.0,2,5,4
18,Male,2.48,71,3.77,Mathematics,3,2,9,1,4,45600.0,1,5,5
19,Female,3.6,835,3.43,Law,1,0,4,4,0,54700.0,10,4,7
22,Female,2.87,413,3.11,Business,4,1,8,10,3,44900.0,1,1,10
21,Male,3.84,612,3.51,Arts,4,1,4,6,4,75100.0,7,5,2
27,Male,2.9,61,2.08,Computer Science,0,3,8,7,3,47600.0,2,1,1
26,Female,3.49,615,2.05,Mathematics,0,2,7,4,1,48700.0,9,5,5
24,Female,2.93,452,2.17,Business,3,3,6,4,4,25800.0,10,1,10
23,Other,2.46,393,2.88,Mathematics,3,1,7,6,4,48200.0,4,1,1
24,Female,2.4,631,2.47,Medicine,3,0,6,1,5,76100.0,7,1,6
18,Female,2.85,529,3.97,Computer Science,2,0,6,5,1,70300.0,5,2,2
18,Female,3.51,305,3.08,Computer Science,4,4,7,3,5,47300.0,5,4,2
25,Male,3.21,191,3.32,Engineering,4,0,4,8,3,48600.0,7,5,4
19,Male,3.38,724,2.56,Business,0,2,5,5,1,31300.0,9,5,10
29,Male,2.56,78,2.64,Business,4,4,9,7,2,55200.0,4,2,2
27,Female,2.96,558,2.67,Law,0,2,2,8,0,54900.0,9,1,9
28,Female,2.09,605,3.4,Medicine,2,3,9,8,3,57900.0,9,1,3
26,Female,3.64,889,2.95,Arts,3,3,5,2,4,26200.0,8,5,8
24,Male,3.98,525,3.04,Law,2,0,10,2,2,67400.0,1,3,7
23,Female,2.81,740,3.18,Arts,3,4,1,10,3,46600.0,10,5,7
18,Male,2.02,301,3.54,Engineering,3,2,7,5,0,68400.0,9,5,4
18,Male,2.34,949,2.18,Mathematics,0,2,5,3,4,53100.0,3,2,4
19,Female,3.31,17,3.55,Mathematics,3,1,3,10,1,71400.0,8,1,1
23,Female,3.22,815,3.13,Arts,2,0,3,1,0,59700.0,5,4,8
23,Other,3.58,574,3.34,Mathematics,1,5,1,8,5,37400.0,6,5,1
19,Male,2.51,434,2.66,Medicine,0,3,7,6,3,62300.0,3,5,4
18,Female,3.53,43,2.82,Mathematics,3,5,2,3,4,65300.0,7,4,3
27,Male,3.38,68,2.46,Engineering,3,1,8,8,3,53200.0,2,2,1
22,Male,2.65,380,3.96,Business,4,3,4,1,0,45800.0,3,3,7
22,Female,3.09,212,2.99,Arts,0,3,4,3,4,63900.0,2,2,7
19,Female,2.29,203,3.99,Medicine,0,2,5,9,0,67300.0,9,5,2
23,Female,2.91,726,2.98,Medicine,2,3,9,6,3,30300.0,3,2,10
26,Male,3.76,109,2.44,Business,1,4,7,1,5,52000.0,8,4,5
19,Female,2.84,968,3.01,Mathematics,2,3,3,9,4,47000.0,6,2,8
27,Male,3.68,284,2.08,Medicine,2,4,4,7,4,78400.0,1,5,1
19,Female,3.18,941,3.81,Engineering,2,3,9,1,4,39300.0,6,4,9
20,Male,2.38,937,3.64,Engineering,1,1,1,1,3,58300.0,8,4,7
24,Male,3.16,606,3.45,Law,2,2,8,5,2,60400.0,10,5,7
23,Female,3.01,225,3.22,Computer Science,0,1,8,4,5,50900.0,3,5,2
29,Female,2.8,737,3.16,Business,1,2,7,8,3,70700.0,7,5,8
25,Male,2.24,751,3.99,Mathematics,3,1,6,2,1,48600.0,6,3,3
25,Male,2.83,118,2.56,Medicine,4,0,7,6,2,31700.0,1,5,10
23,Female,2.15,932,3.56,Arts,4,3,10,8,3,72000.0,2,2,7
29,Male,2.2,603,3.16,Law,0,3,4,1,1,43300.0,5,1,3
28,Male,2.83,340,3.95,Engineering,4,0,4,3,0,51400.0,7,3,6
27,Male,2.61,801,3.66,Business,4,0,5,1,1,47700.0,4,3,1
20,Male,3.85,281,4.0,Mathematics,4,4,4,7,5,35800.0,6,1,4
20,Female,2.75,491,3.18,Business,3,1,4,1,4,36200.0,2,2,9
18,Female,3.52,19,2.41,Mathematics,4,3,9,9,5,26900.0,5,3,7
24,Female,3.06,175,3.01,Engineering,2,4,6,8,2,57800.0,10,3,7
22,Other,3.41,469,3.42,Computer Science,0,5,3,3,3,60800.0,3,5,4
21,Male,2.52,618,3.55,Business,0,3,3,4,5,53700.0,1,4,10
27,Male,3.88,801,2.0,Medicine,0,0,10,9,3,59100.0,6,3,1
21,Male,3.06,760,3.01,Arts,3,4,8,10,4,48000.0,9,2,1
21,Male,3.66,835,2.47,Arts,3,5,3,6,2,53000.0,10,4,3
23,Male,2.73,142,3.75,Engineering,4,4,4,5,2,49600.0,8,1,7
25,Female,2.2,463,2.31,Business,2,4,6,5,5,48900.0,4,3,7
25,Female,3.35,929,3.33,Arts,4,1,9,1,4,33700.0,8,2,5
22,Male,2.02,298,2.53,Business,0,5,6,1,2,69800.0,5,1,9
23,Female,2.95,470,2.71,Engineering,2,4,3,3,4,45700.0,3,5,2
21,Female,2.39,705,3.88,Computer Science,0,3,6,2,1,43100.0,4,5,9
29,Female,3.25,863,2.48,Arts,2,1,4,10,5,41600.0,7,4,9
28,Female,3.96,815,2.19,Medicine,1,3,5,1,4,44200.0,5,1,6
26,Female,2.93,803,2.14,Law,3,5,5,5,3,44400.0,4,4,4
25,Female,3.63,373,3.01,Engineering,3,4,3,3,0,52900.0,3,1,5
27,Female,3.02,468,3.28,Law,0,4,5,7,1,25000.0,3,1,6
29,Female,2.99,928,2.65,Computer Science,0,5,5,8,5,37100.0,10,5,4
27,Male,3.86,951,3.38,Medicine,1,3,7,10,5,72300.0,6,4,9
18,Male,3.78,438,2.12,Law,4,2,9,6,5,71300.0,8,5,2
19,Female,3.57,844,3.71,Medicine,2,4,5,5,3,46100.0,4,1,8
26,Male,2.59,947,3.63,Arts,1,4,9,10,1,87400.0,1,5,9
25,Male,3.09,720,3.97,Business,1,1,5,5,3,60500.0,4,4,4
20,Female,2.45,443,3.87,Engineering,0,3,4,1,2,72100.0,5,4,9
25,Male,2.89,456,2.71,Medicine,0,4,6,6,4,51400.0,8,2,2
29,Female,2.97,248,2.8,Arts,4,3,8,6,3,46200.0,7,5,3
18,Female,3.66,142,3.49,Computer Science,4,1,4,3,3,64300.0,2,2,10
27,Other,3.79,402,2.27,Mathematics,0,3,5,4,2,66800.0,9,1,5
21,Female,2.83,896,2.63,Medicine,3,3,10,4,0,45900.0,3,5,4
20,Male,2.04,823,2.24,Computer Science,4,1,1,6,0,56600.0,9,3,3
23,Female,3.72,222,2.91,Engineering,1,4,10,8,4,25000.0,1,2,4
24,Female,2.35,737,3.1,Arts,0,3,1,9,2,40200.0,9,4,9
21,Other,3.24,866,2.42,Computer Science,2,2,8,9,1,71400.0,7,2,9
24,Male,2.05,184,2.05,Business,2,4,7,5,3,42000.0,2,5,5
26,Male,2.8,364,3.44,Law,3,1,5,8,4,49200.0,10,2,7
28,Female,3.97,817,2.04,Computer Science,0,0,9,8,0,48100.0,7,4,8
19,Male,2.2,994,3.95,Computer Science,1,5,1,10,1,33600.0,1,2,2
28,Female,2.85,188,2.44,Arts,3,2,3,4,5,48700.0,3,2,9
20,Male,2.61,113,3.33,Arts,1,4,6,4,2,46900.0,7,3,9
22,Male,3.81,181,2.87,Medicine,2,5,1,3,5,36300.0,3,1,2
20,Male,3.74,199,2.12,Law,1,1,6,5,3,47800.0,2,4,6
28,Male,2.48,902,2.94,Computer Science,2,2,2,8,5,32300.0,5,1,4
25,Female,2.16,70,3.03,Computer Science,4,4,10,8,5,49300.0,3,3,1
29,Female,3.25,598,3.71,Arts,2,5,5,9,3,48900.0,9,5,5
27,Male,2.67,904,3.46,Mathematics,2,0,10,1,0,79600.0,7,5,3
25,Female,3.34,485,2.16,Business,3,4,2,4,5,38000.0,1,3,1
25,Male,2.06,399,2.42,Mathematics,3,0,1,6,0,62200.0,1,5,2
29,Female,2.27,922,2.62,Arts,0,0,4,5,4,28300.0,6,5,7
29,Male,3.37,551,2.23,Business,0,3,2,4,5,86900.0,4,2,1
26,Female,2.42,643,2.91,Law,2,1,9,3,5,55900.0,1,2,3
21,Female,3.72,953,3.97,Mathematics,4,3,3,2,3,53600.0,9,2,1
22,Female,2.12,10,3.03,Arts,0,0,9,9,3,59200.0,2,3,1
22,Female,2.43,3,3.48,Law,2,1,4,10,5,51000.0,1,5,8
25,Female,4.0,478,3.37,Engineering,3,1,10,3,5,43800.0,3,1,6
24,Other,2.87,814,3.7,Computer Science,0,1,7,4,3,35900.0,10,4,4
26,Female,3.41,662,2.43,Law,0,2,7,1,3,53000.0,1,5,8
25,Female,2.37,67,3.51,Business,2,4,6,1,1,68800.0,4,3,7
19,Female,3.22,705,3.76,Engineering,2,0,8,10,2,25000.0,4,2,9
27,Male,3.45,97,2.34,Business,1,1,6,9,1,83200.0,6,4,1
29,Female,2.63,531,2.69,Medicine,1,5,9,4,5,37100.0,3,4,10
21,Male,3.66,996,3.94,Medicine,4,2,5,10,2,54600.0,9,4,5
23,Female,3.21,318,3.56,Computer Science,0,2,3,4,1,39100.0,6,1,6
29,Female,2.78,98,2.57,Engineering,1,5,5,6,4,49100.0,7,2,6
19,Female,3.12,57,3.13,Engineering,2,0,4,2,2,54900.0,6,2,10
24,Male,3.15,863,2.81,Medicine,0,3,3,6,3,47300.0,9,2,7
20,Male,2.33,107,2.98,Computer Science,1,2,1,7,2,52700.0,2,2,5
20,Female,2.81,88,2.71,Law,4,0,8,1,3,51700.0,8,5,5
28,Female,2.69,972,2.56,Medicine,4,2,4,8,4,58400.0,5,4,1
19,Male,2.8,653,3.35,Engineering,4,0,3,6,5,57400.0,2,4,10
28,Male,3.52,656,3.56,Business,4,1,4,9,2,25000.0,7,4,5
25,Female,2.97,912,3.75,Mathematics,2,3,1,4,0,45000.0,5,3,10
23,Female,3.88,371,2.31,Engineering,4,5,6,2,3,70100.0,8,2,1
18,Male,2.59,375,3.65,Computer Science,3,2,3,9,2,62700.0,10,5,10
29,Male,2.83,52,2.51,Engineering,4,5,8,8,1,33300.0,6,5,2
18,Male,3.57,724,2.85,Arts,1,2,10,2,2,44400.0,7,3,1
24,Other,3.09,41,3.8,Engineering,0,2,5,8,3,46600.0,1,3,8
25,Male,3.09,816,2.91,Arts,1,4,9,8,0,46300.0,2,4,8
22,Male,2.11,91,2.39,Medicine,0,4,9,5,0,47600.0,9,4,8
29,Male,2.8,39,2.32,Law,2,5,2,7,1,42300.0,7,4,10
28,Male,2.54,13,2.95,Arts,0,1,5,7,4,35500.0,7,4,10
22,Female,4.0,900,3.53,Engineering,3,2,7,4,0,81900.0,4,4,1
21,Male,2.62,608,3.99,Law,4,3,7,6,5,52700.0,4,2,4
23,Male,3.77,621,3.57,Mathematics,1,4,10,10,4,46800.0,3,5,1
23,Male,3.35,104,3.75,Law,0,0,3,6,3,61300.0,10,2,4
20,Male,2.68,866,3.5,Engineering,1,0,7,6,2,26600.0,4,5,7
26,Male,3.09,743,3.79,Engineering,4,0,7,9,4,58200.0,10,1,10
29,Female,3.68,43,2.15,Mathematics,2,1,4,2,5,28000.0,6,1,7
28,Female,3.77,209,3.86,Computer Science,4,2,7,10,3,55400.0,3,1,1
24,Female,2.32,600,2.79,Medicine,2,2,8,8,3,37100.0,10,5,10
18,Female,2.68,605,3.84,Arts,1,5,3,8,3,60500.0,8,3,2
24,Female,2.67,686,2.15,Business,2,4,2,1,5,89900.0,1,2,6
22,Male,2.08,476,3.43,Arts,2,0,9,2,1,52300.0,6,3,6
22,Female,3.2,638,3.47,Engineering,2,1,7,4,5,27600.0,2,5,1
19,Female,3.71,109,3.99,Business,2,5,1,5,1,40200.0,1,4,4
21,Female,2.76,559,3.54,Business,2,3,10,5,4,55100.0,4,3,9
29,Female,3.48,214,2.77,Arts,0,2,10,6,3,69000.0,6,5,8
23,Male,3.26,604,3.11,Mathematics,2,2,9,7,4,33300.0,7,1,4
27,Female,2.75,693,2.73,Arts,2,1,5,1,0,78100.0,1,4,3
28,Female,2.28,409,2.39,Arts,4,5,2,7,4,59500.0,3,1,8
24,Other,3.42,553,2.5,Arts,4,5,7,6,2,49800.0,6,3,9
28,Male,3.71,771,2.44,Mathematics,4,4,9,5,3,63000.0,6,3,1
22,Male,3.37,633,3.1,Mathematics,2,1,3,6,4,31000.0,10,2,10
26,Male,2.04,77,3.81,Medicine,4,5,4,8,1,36300.0,6,2,8
20,Female,2.43,95,3.83,Computer Science,0,4,9,6,2,29400.0,7,5,5
18,Male,2.14,269,2.11,Computer Science,1,5,2,5,4,83600.0,7,3,3
21,Male,3.14,361,2.16,Arts,4,2,4,6,4,50200.0,10,1,10
26,Other,3.51,530,2.49,Computer Science,4,4,5,9,4,52700.0,8,2,5
21,Male,2.22,805,2.51,Arts,0,5,4,1,5,67000.0,2,1,10
19,Female,3.68,683,2.19,Arts,3,4,7,3,5,28600.0,10,5,4
27,Male,3.11,162,2.78,Arts,3,4,6,3,5,37800.0,1,1,1
22,Female,3.38,465,3.18,Law,0,5,9,9,1,55300.0,10,1,8
20,Female,3.94,823,3.16,Medicine,4,4,4,3,4,75300.0,7,4,7
29,Female,2.17,564,3.09,Engineering,1,0,9,6,5,63300.0,1,5,4
26,Female,3.8,981,2.68,Computer Science,4,0,1,9,0,55300.0,2,2,4
21,Male,2.25,548,3.41,Computer Science,0,5,6,10,0,53900.0,1,4,5
23,Male,2.79,950,3.65,Medicine,0,0,7,5,0,66900.0,1,3,1
19,Male,3.7,187,2.69,Medicine,2,0,9,10,4,35500.0,3,3,4
23,Female,3.81,882,2.17,Arts,0,1,1,9,2,54500.0,4,2,5
20,Female,3.01,760,2.59,Arts,2,3,1,9,1,57000.0,5,5,8
29,Male,3.19,52,2.27,Law,0,5,2,6,0,46000.0,5,3,1
29,Female,3.42,488,2.93,Law,2,4,6,8,0,48000.0,2,3,4
26,Male,3.67,531,2.31,Engineering,2,1,3,9,5,25800.0,3,3,10
28,Female,2.24,396,2.93,Computer Science,4,5,6,9,2,41700.0,8,5,10
19,Other,3.62,92,2.44,Medicine,2,0,2,8,0,25000.0,2,3,7
29,Male,2.96,651,3.48,Engineering,3,4,10,4,1,60100.0,4,2,5
29,Female,2.9,816,2.06,Computer Science,0,3,6,8,2,51900.0,7,2,1
26,Male,2.85,357,3.11,Engineering,1,5,7,2,3,48000.0,9,2,7
22,Female,3.02,732,2.34,Engineering,0,4,6,3,1,53900.0,3,4,1
25,Female,3.89,611,2.0,Mathematics,4,2,2,9,1,54500.0,3,2,2
19,Male,3.1,748,3.74,Arts,4,2,5,10,4,44800.0,7,1,8
23,Male,3.91,719,3.34,Engineering,2,5,10,4,3,29100.0,8,3,9
20,Male,2.36,144,2.2,Arts,4,1,6,2,3,57500.0,4,2,8
29,Female,3.45,199,3.33,Computer Science,4,3,8,3,2,35100.0,1,5,8
29,Female,3.62,815,3.22,Law,0,1,9,7,0,55300.0,5,5,6
27,Male,3.36,323,2.95,Computer Science,3,4,5,9,3,69700.0,4,5,7
22,Female,3.21,799,2.84,Arts,3,3,7,7,2,76600.0,8,4,4
29,Female,3.13,332,3.77,Law,2,5,4,8,3,55700.0,7,5,5
25,Male,3.72,264,2.49,Mathematics,4,1,10,3,5,45400.0,2,4,2
27,Male,3.64,217,2.8,Business,4,4,5,7,1,42900.0,6,3,10
18,Female,2.24,701,2.66,Law,3,0,1,1,5,55100.0,4,1,4
22,Female,3.7,556,3.54,Engineering,2,4,3,6,3,25000.0,7,5,7
20,Male,2.83,434,3.83,Computer Science,4,1,2,3,0,37900.0,9,5,4
21,Male,2.51,803,3.7,Mathematics,2,5,6,2,2,38600.0,7,4,6
19,Male,3.74,460,3.6,Engineering,0,5,9,4,0,56200.0,2,4,8
26,Female,2.86,701,3.97,Mathematics,4,3,10,9,4,49200.0,8,1,5
20,Male,3.62,503,3.39,Law,4,3,3,6,0,52300.0,6,2,8
19,Male,2.53,469,3.5,Business,4,0,2,9,0,48100.0,9,4,4
27,Female,2.01,986,3.97,Engineering,3,1,2,8,2,46700.0,7,1,2
28,Female,2.99,951,2.01,Business,3,5,6,5,5,54600.0,5,3,9
26,Male,2.2,706,3.27,Medicine,4,5,10,8,1,60500.0,8,5,2
24,Male,3.51,782,3.48,Business,4,0,6,2,5,66000.0,7,5,7
23,Female,2.55,366,3.84,Computer Science,0,2,5,8,3,49600.0,1,1,6
18,Male,2.89,772,3.77,Law,0,5,9,1,3,65800.0,5,1,2
22,Male,2.17,913,3.68,Arts,2,4,7,3,2,73900.0,7,5,3
29,Female,2.57,239,3.89,Arts,2,2,7,7,2,40900.0,10,4,7
28,Male,3.56,624,3.07,Engineering,3,2,1,4,5,61900.0,7,2,6
28,Female,2.3,581,2.01,Law,1,0,10,7,1,41500.0,3,3,6
20,Female,3.29,920,2.02,Mathematics,0,0,10,1,1,68400.0,5,2,7
18,Male,3.83,561,3.09,Medicine,2,4,2,7,4,52800.0,8,2,5
21,Male,3.36,823,2.87,Engineering,0,0,3,3,3,44100.0,9,2,1
19,Female,3.62,967,2.9,Business,0,0,5,2,3,36400.0,9,5,5
19,Female,2.22,663,2.8,Arts,1,0,4,9,4,41400.0,10,2,9
20,Female,2.5,751,3.84,Business,0,5,8,2,2,47700.0,5,4,2
25,Female,3.79,849,2.72,Arts,1,0,4,3,3,66900.0,2,4,10
25,Male,3.43,396,3.71,Arts,1,0,6,3,0,45500.0,8,4,3
29,Female,3.28,395,3.81,Arts,0,2,9,4,2,43200.0,7,1,2
24,Male,3.33,627,3.0,Law,0,2,2,7,2,76600.0,4,3,5
23,Male,2.83,75,2.89,Mathematics,2,4,8,7,1,44000.0,5,4,5
26,Male,2.09,98,3.52,Mathematics,0,3,5,9,5,32600.0,10,2,5
21,Male,3.57,383,3.42,Mathematics,0,4,10,10,4,29500.0,10,1,6
29,Female,3.36,623,2.66,Computer Science,0,5,6,8,5,38900.0,2,5,3
18,Male,2.95,869,2.21,Law,2,5,3,6,5,50000.0,9,4,8
25,Male,3.8,370,2.53,Business,1,5,8,6,2,50400.0,6,2,3
24,Male,2.67,285,2.26,Mathematics,2,1,2,5,1,40700.0,9,2,2
24,Female,2.59,256,2.59,Law,0,4,1,2,0,26800.0,8,5,9
20,Female,3.75,830,2.52,Mathematics,4,4,1,6,0,36700.0,1,1,6
21,Male,3.59,309,3.28,Engineering,0,0,8,6,3,30200.0,9,2,7
27,Male,3.03,629,3.91,Medicine,2,0,2,5,4,25000.0,9,3,1
26,Male,2.26,176,3.37,Engineering,2,0,5,6,4,25000.0,4,4,3
23,Female,2.43,228,3.85,Law,3,3,2,5,1,54400.0,1,1,7
22,Female,3.31,347,3.57,Business,4,5,4,4,3,45400.0,4,4,8
20,Female,2.77,618,3.46,Medicine,2,0,9,3,5,58800.0,6,4,2
26,Female,3.67,342,2.83,Engineering,1,1,2,1,4,39900.0,4,5,5
22,Male,3.9,896,2.65,Medicine,0,2,4,4,3,40900.0,9,3,5
